,avg_nighttime_flow,ks_flow_up,ks_flow_down,ks_flow_ml_up,ks_flow_ml_down,ks_flow_ml,ks_occupancy_up,ks_occupancy_down,ks_occupancy_ml_up,ks_occupancy_ml_down,ks_occupancy_ml,Type,y
773907,0.48,0.9990098806936499,0.9999961756804284,1.6149739485228108e-36,4.786653114517815e-34,1.4326704453390092e-38,0.0001615202610968331,2.5953147012058293e-08,1.027010718195644e-45,1.087429621777175e-40,1.24716984967022e-53,HV,-1
773955,0.6,0.9999961756804284,0.31778103283453074,1.5507212228858488e-37,4.736365726008814e-38,5.053167175939877e-35,2.5953147012058293e-08,0.02213087446680441,5.028441612446024e-37,3.2576011413383126e-31,2.1917351515813012e-26,HV,-1
761009,0.16,0.31778103283453074,0.6982502252503169,4.786653114517815e-34,1.027010718195644e-45,1.087429621777175e-40,0.02213087446680441,1.2120300423138108e-06,3.2576011413383126e-31,2.869668865604379e-49,5.028441612446024e-37,HV,-1
761014,0.12,0.6982502252503169,0.8863728099526584,1.6188636261592282e-35,5.327908475744656e-44,1.087429621777175e-40,1.2120300423138108e-06,0.00023171683026536511,1.458416016977075e-57,9.458659034036942e-70,1.8704944466796143e-74,HV,-1
717586,0.2,0.8863728099526584,0.9999999999999999,1.087429621777175e-40,3.2576011413383126e-31,5.327908475744656e-44,0.00023171683026536511,0.9952074388694081,1.458416016977075e-57,2.6967458683474243e-46,1.24716984967022e-53,HV,-1
717588,0.2,0.9999999999999999,0.9644366597493446,1.9464052738002656e-43,,1.1238344263824481e-31,0.9952074388694081,0.007668141618886344,2.8393015726534797e-54,,1.8013198182556788e-47,HV,-1
774056,0.16,0.9644366597493446,0.9952074388694081,1.3014479285069932e-32,1.475949845555557e-25,,0.007668141618886344,0.0001615202610968331,1.4214899107395567e-55,4.581617798606835e-48,,HV,-1
717593,0.16,0.9952074388694081,0.984904522198453,,1.6149739485228108e-36,2.1917351515813012e-26,0.0001615202610968331,0.984904522198453,,1.087429621777175e-40,4.786653114517815e-34,HV,-1
773997,0.16,0.984904522198453,0.4916898698540652,3.780982629046643e-25,1.273001434273289e-39,1.6188636261592282e-35,0.984904522198453,0.22823192819157445,1.3014479285069932e-32,7.006828784570818e-47,1.4326704453390092e-38,HV,-1
774013,0.24,0.4916898698540652,1.065359541719866e-09,1.59942577801157e-28,8.336982992857103e-27,5.1374895898660434e-36,0.22823192819157445,3.181645828005833e-09,1.4527324837068053e-33,2.873397022937326e-14,2.5192292563475036e-42,HV,-1
774033,4.44,1.065359541719866e-09,,1.59942577801157e-28,,9.206783150259314e-19,3.181645828005833e-09,,1.1528582747036722e-48,,2.0759331623867817e-17,HV,-1
761022,0.24,,0.999999999996632,,1.475949845555557e-25,,,0.9999961756804284,,1.5507212228858488e-37,,HV,-1
774206,0.24,0.999999999996632,0.8304634168517532,,9.673899487102443e-97,1.475949845555557e-25,0.9999961756804284,0.8304634168517532,,5.767226876058672e-105,1.6149739485228108e-36,HV,-1
761025,0.28,0.8304634168517532,8.926402876821863e-42,2.1012127091701578e-29,5.1374895898660434e-36,6.657385806928597e-104,0.8304634168517532,6.389935598753055e-55,8.926402876821863e-42,1.1528582747036722e-48,3.2428031326104125e-108,HV,-1
773872,13.52,8.926402876821863e-42,2.185287332053759e-62,2.8558264098090667e-12,0.0006554171159690627,7.691068823747695e-07,6.389935598753055e-55,4.350203988701025e-81,5.672737421572143e-14,3.340855716867488e-11,1.065359541719866e-09,HV,-1
761031,0.2,2.185287332053759e-62,0.42876959833128964,6.48750144084547e-59,2.3253806034982667e-52,4.581617798606835e-48,4.350203988701025e-81,0.9316146421154725,2.923818974769738e-75,1.3436456959073252e-59,7.065707358075577e-50,HV,-1
773908,0.24,0.42876959833128964,0.0057802406426275136,8.926402876821863e-42,1.087429621777175e-40,2.6967458683474243e-46,0.9316146421154725,0.15915169261452353,1.1528582747036722e-48,1.1528582747036722e-48,6.48750144084547e-59,HV,-1
773956,0.2,0.0057802406426275136,7.20215097957018e-15,5.364035185661794e-66,2.923818974769738e-75,2.185287332053759e-62,0.15915169261452353,3.340855716867488e-11,4.4856123000832707e-72,9.69148200161917e-99,5.555278351293943e-61,HV,-1
761044,0.64,7.20215097957018e-15,0.9316146421154725,3.841945597167904e-32,1.1238344263824481e-31,2.5192292563475036e-42,3.340855716867488e-11,0.7667067650024223,1.5625396373828271e-34,5.028441612446024e-37,2.3253806034982667e-52,HV,-1
761041,0.64,0.9316146421154725,0.9990098806936499,1.4434641905651822e-44,4.736365726008814e-38,5.028441612446024e-37,0.7667067650024223,0.3706474470171066,1.1528582747036722e-48,1.087429621777175e-40,5.053167175939877e-35,HV,-1
761038,0.64,0.9990098806936499,0.42876959833128964,1.6149739485228108e-36,3.2576011413383126e-31,4.2915578655425274e-39,0.3706474470171066,0.6280441779187196,3.7390849302645935e-40,7.065707358075577e-50,2.6967458683474243e-46,HV,-1
773998,0.84,0.42876959833128964,0.9990098806936499,3.841945597167904e-32,1.3014479285069932e-32,5.712209738808767e-26,0.6280441779187196,0.4916898698540652,5.327908475744656e-44,3.7390849302645935e-40,1.027010718195644e-45,HV,-1
774014,0.88,0.9990098806936499,,3.780982629046643e-25,,1.1238344263824481e-31,0.4916898698540652,,1.087429621777175e-40,,5.1374895898660434e-36,HV,-1
763614,0.12,,0.8863728099526584,,3.7390849302645935e-40,1.5625396373828271e-34,,0.22823192819157445,,3.8703874999769725e-45,5.327908475744656e-44,HV,-1
761093,0.36,0.8863728099526584,0.0009137765599866648,1.1238344263824481e-31,7.325294280377921e-73,4.2915578655425274e-39,0.22823192819157445,1.4441813162158956e-14,4.2915578655425274e-39,1.8492851139729247e-85,4.2915578655425274e-39,HV,-1
761098,0.4,0.0009137765599866648,0.6982502252503169,1.4951013308512084e-23,2.6637411820421683e-30,3.0945381872832893e-58,1.4441813162158956e-14,4.1668484744741516e-13,9.917529278929078e-12,3.563758645331359e-15,2.6967458683474243e-46,HV,-1
761102,0.64,0.6982502252503169,0.9952074388694081,3.1254746451778834e-56,1.1751744523287492e-27,1.475949845555557e-25,4.1668484744741516e-13,0.03604044231430257,1.0898737981738669e-83,4.581617798606835e-48,2.869668865604379e-49,HV,-1
761105,0.52,0.9952074388694081,0.7667067650024223,1.59942577801157e-28,2.4183748761022484e-24,9.357404620757031e-31,0.03604044231430257,0.00011178528333976476,3.0945381872832893e-58,6.79164321631481e-57,3.1254746451778834e-56,HV,-1
761112,0.44,0.7667067650024223,0.9998945640423377,2.4183748761022484e-24,2.6637411820421683e-30,1.5617752839811438e-20,0.00011178528333976476,0.045509644873646095,1.4527324837068053e-33,2.7490037202279307e-60,3.841945597167904e-32,HV,-1
737490,0.48,0.9998945640423377,0.9990098806936499,6.743148868801961e-21,9.206783150259314e-19,3.841945597167904e-32,0.045509644873646095,4.844938835298689e-07,2.157374287889546e-22,2.157374287889546e-22,7.006828784570818e-47,HV,-1
717641,0.4,0.9990098806936499,0.9990098806936499,4.3682858711461576e-33,8.936182712091501e-23,1.5617752839811438e-20,4.844938835298689e-07,9.222878034006115e-09,6.8304146268872276e-77,1.24716984967022e-53,7.065707358075577e-50,HV,-1
773155,0.4,0.9990098806936499,0.5585594327069068,1.8472470418103187e-19,2.1012127091701578e-29,1.2263118062588385e-21,9.222878034006115e-09,0.15915169261452353,1.2263118062588385e-21,5.053167175939877e-35,3.670608057778416e-23,HV,-1
761115,0.56,0.5585594327069068,0.9998945640423377,9.395122187563397e-17,5.712209738808767e-26,1.4951013308512084e-23,0.15915169261452353,0.22823192819157445,1.59942577801157e-28,5.1374895898660434e-36,8.926402876821863e-42,HV,-1
761117,0.44,0.9998945640423377,0.9998945640423377,1.2263118062588385e-21,2.157374287889546e-22,3.780982629046643e-25,0.22823192819157445,0.3706474470171066,2.6637411820421683e-30,1.027010718195644e-45,4.354565666586339e-28,HV,-1
773195,0.48,0.9998945640423377,0.9952074388694081,1.4951013308512084e-23,1.2263118062588385e-21,8.936182712091501e-23,0.3706474470171066,0.31778103283453074,6.743148868801961e-21,9.206783150259314e-19,5.053167175939877e-35,HV,-1
761138,0.52,0.9952074388694081,0.9999999786717801,2.8875365205513346e-21,1.2263118062588385e-21,1.5617752839811438e-20,0.31778103283453074,0.4916898698540652,7.006828784570818e-47,3.7390849302645935e-40,5.165007853947324e-22,HV,-1
761149,0.56,0.9999999786717801,0.9990098806936499,2.8875365205513346e-21,8.174068160010661e-20,1.2263118062588385e-21,0.4916898698540652,0.010101005217988925,2.0306071725849707e-18,3.670608057778416e-23,1.4527324837068053e-33,HV,-1
761174,0.92,0.9990098806936499,0.9990098806936499,3.670608057778416e-23,8.336982992857103e-27,2.8875365205513346e-21,0.010101005217988925,0.9952074388694081,7.065707358075577e-50,1.1528582747036722e-48,1.1238344263824481e-31,HV,-1
769703,0.76,0.9990098806936499,7.681152510188974e-05,1.2263118062588385e-21,2.0306071725849707e-18,4.354565666586339e-28,0.9952074388694081,0.00011178528333976476,3.2576011413383126e-31,2.1012127091701578e-29,7.006828784570818e-47,HV,-1
761188,0.56,7.681152510188974e-05,5.2402031702164816e-05,9.642024586720331e-18,2.1601819722931786e-13,1.5150272731082582e-12,0.00011178528333976476,0.00046676589861970356,3.2576011413383126e-31,2.1917351515813012e-26,4.1407391555186358e-19,HV,-1
769773,0.88,5.2402031702164816e-05,0.045509644873646095,1.5617752839811438e-20,4.3682858711461576e-33,1.5617752839811438e-20,0.00046676589861970356,0.270329069484192,2.4183748761022484e-24,7.038201470061761e-43,4.2915578655425274e-39,HV,-1
772859,0.88,0.045509644873646095,0.9952074388694081,5.672737421572143e-14,6.743148868801961e-21,6.0386087815401604e-24,0.270329069484192,0.01715995048736122,1.4527324837068053e-33,9.395122187563397e-17,5.053167175939877e-35,HV,-1
772874,1.04,0.9952074388694081,0.9990098806936499,8.936182712091501e-23,2.1917351515813012e-26,1.8472470418103187e-19,0.01715995048736122,0.0878469342643513,2.6967458683474243e-46,4.581617798606835e-48,9.60323195352951e-25,HV,-1
761199,1.0,0.9990098806936499,0.9644366597493446,4.1407391555186358e-19,5.8229685535173e-29,9.60323195352951e-25,0.0878469342643513,0.19127733096650482,4.4426543665394945e-18,5.415950550882715e-53,4.2915578655425274e-39,HV,-1
772889,1.12,0.9644366597493446,0.42876959833128964,2.4183748761022484e-24,2.1917351515813012e-26,8.336982992857103e-27,0.19127733096650482,0.028341477459888353,7.51492545397327e-30,1.027010718195644e-45,1.9464052738002656e-43,HV,-1
761214,1.44,0.42876959833128964,0.9952074388694081,6.0386087815401604e-24,3.5876209380595414e-20,3.670608057778416e-23,0.028341477459888353,0.4916898698540652,1.3014479285069932e-32,3.670608057778416e-23,1.3014479285069932e-32,HV,-1
770407,1.44,0.9952074388694081,0.9999961756804284,2.157374287889546e-22,4.4339224609674195e-17,4.4426543665394945e-18,0.4916898698540652,0.31778103283453074,4.2915578655425274e-39,5.712209738808767e-26,1.475949845555557e-25,HV,-1
761222,1.32,0.9999961756804284,0.9952074388694081,4.1407391555186358e-19,,2.0759331623867817e-17,0.31778103283453074,0.7667067650024223,4.3682858711461576e-33,,1.4527324837068053e-33,HV,-1
768945,1.48,0.9952074388694081,4.3055912093737255e-08,9.395122187563397e-17,1.7496489473203055e-15,,0.7667067650024223,1.2263118062588385e-21,1.1751744523287492e-27,8.174068160010661e-20,,HV,-1
761240,12.68,4.3055912093737255e-08,2.5953147012058293e-08,,3.181645828005833e-09,0.00033005044310849946,1.2263118062588385e-21,4.4426543665394945e-18,,1.1590699874557621e-07,0.045509644873646095,HV,-1
772919,1.68,2.5953147012058293e-08,0.9999999786717801,7.20215097957018e-15,4.4339224609674195e-17,1.5617752839811438e-20,4.4426543665394945e-18,0.5585594327069068,2.0759331623867817e-17,8.336982992857103e-27,7.51492545397327e-30,HV,-1
761242,1.64,0.9999999786717801,0.9990098806936499,1.5617752839811438e-20,6.0386087815401604e-24,4.4426543665394945e-18,0.5585594327069068,0.03604044231430257,1.6188636261592282e-35,1.24716984967022e-53,9.357404620757031e-31,HV,-1
772934,1.4,0.9990098806936499,0.8863728099526584,1.8472470418103187e-19,1.2263118062588385e-21,1.475949845555557e-25,0.03604044231430257,0.3706474470171066,3.780982629046643e-25,4.354565666586339e-28,5.327908475744656e-44,HV,-1
772955,5.44,0.8863728099526584,0.03604044231430257,2.1917351515813012e-26,1.7496489473203055e-15,2.8875365205513346e-21,0.3706474470171066,0.004326422589915993,3.8703874999769725e-45,1.5617752839811438e-20,1.1238344263824481e-31,HV,-1
716026,1.52,0.03604044231430257,5.1374895898660434e-36,3.780982629046643e-25,5.437178785887903e-09,8.174068160010661e-20,0.004326422589915993,9.642024586720331e-18,7.038201470061761e-43,9.395122187563397e-17,1.1751744523287492e-27,HV,-1
718448,1.16,5.1374895898660434e-36,1.6188636261592282e-35,1.431794989757825e-84,2.707778156757584e-71,9.458659034036942e-70,9.642024586720331e-18,2.0759331623867817e-17,1.8704944466796143e-74,6.48750144084547e-59,1.4214899107395567e-55,HV,-1
769759,1.32,1.6188636261592282e-35,0.9999961756804284,1.9515732948808837e-10,5.8229685535173e-29,1.9515732948808837e-10,2.0759331623867817e-17,0.9998945640423377,8.522774511431384e-16,1.5507212228858488e-37,8.522774511431384e-16,HV,-1
771606,1.4,0.9999961756804284,0.028341477459888353,1.9515732948808837e-10,3.1437787896692656e-27,4.354565666586339e-28,0.9998945640423377,0.07105129403332416,2.0759331623867817e-17,1.5507212228858488e-37,5.053167175939877e-35,HV,-1
767882,1.76,0.028341477459888353,0.9999961756804284,9.206783150259314e-19,2.0759331623867817e-17,4.4426543665394945e-18,0.07105129403332416,0.9990098806936499,1.475949845555557e-25,2.8875365205513346e-21,8.336982992857103e-27,HV,-1
767895,1.8,0.9999961756804284,0.9316146421154725,4.4426543665394945e-18,6.9503227862631795e-06,2.0759331623867817e-17,0.9990098806936499,0.9990098806936499,2.1917351515813012e-26,2.386791561924706e-05,2.8875365205513346e-21,HV,-1
767924,2.2,0.9316146421154725,0.9644366597493446,8.522774511431384e-16,2.5953147012058293e-08,1.0562062574758019e-05,0.9990098806936499,7.681152510188974e-05,6.0386087815401604e-24,4.1668484744741516e-13,1.0562062574758019e-05,HV,-1
767941,2.4,0.9644366597493446,0.5585594327069068,1.0562062574758019e-05,1.2120300423138108e-06,4.844938835298689e-07,7.681152510188974e-05,0.0006554171159690627,7.691068823747695e-07,7.691068823747695e-07,7.090400202592512e-08,HV,-1
767983,4.76,0.5585594327069068,0.6280441779187196,1.0562062574758019e-05,2.386791561924706e-05,3.5493236588966483e-05,0.0006554171159690627,0.31778103283453074,4.1668484744741516e-13,3.670608057778416e-23,4.1668484744741516e-13,HV,-1
767997,2.36,0.6280441779187196,0.270329069484192,7.691068823747695e-07,4.844938835298689e-07,4.844938835298689e-07,0.31778103283453074,0.07105129403332416,1.8479696316088673e-09,1.5528752782838203e-08,2.0759331623867817e-17,HV,-1
768011,3.96,0.270329069484192,0.5585594327069068,7.691068823747695e-07,,4.54061202082523e-06,0.07105129403332416,0.6982502252503169,3.780982629046643e-25,,7.975937231442947e-13,HV,-1
768025,2.56,0.5585594327069068,0.9990098806936499,4.3055912093737255e-08,3.5493236588966483e-05,,0.6982502252503169,0.984904522198453,7.975937231442947e-13,6.096062772783974e-10,,HV,-1
768040,2.6,0.9990098806936499,,,,1.5934937884526227e-05,0.984904522198453,,,,9.222878034006115e-09,HV,-1
717632,0.92,,0.9999999786717801,,2.6637411820421683e-30,4.118975856424422e-16,,0.6280441779187196,,4.786653114517815e-34,6.743148868801961e-21,HV,-1
764135,0.88,0.9999999786717801,0.9952074388694081,8.522774511431384e-16,5.028441612446024e-37,2.1012127091701578e-29,0.6280441779187196,0.984904522198453,3.780982629046643e-25,5.327908475744656e-44,3.7390849302645935e-40,HV,-1
761318,0.96,0.9952074388694081,0.0006554171159690627,5.8229685535173e-29,1.4527324837068053e-33,1.5507212228858488e-37,0.984904522198453,2.386791561924706e-05,1.4326704453390092e-38,4.581617798606835e-48,5.327908475744656e-44,HV,-1
761322,1.52,0.0006554171159690627,0.9990098806936499,6.743148868801961e-21,5.165007853947324e-22,4.4426543665394945e-18,2.386791561924706e-05,0.007668141618886344,3.780982629046643e-25,4.736365726008814e-38,1.59942577801157e-28,HV,-1
717643,1.64,0.9990098806936499,0.028341477459888353,2.0759331623867817e-17,1.7496489473203055e-15,3.5876209380595414e-20,0.007668141618886344,0.9644366597493446,2.0306071725849707e-18,2.8393015726534797e-54,8.336982992857103e-27,HV,-1
761325,1.32,0.028341477459888353,0.9990098806936499,1.8271704188765886e-11,6.062430861827832e-11,3.340855716867488e-11,0.9644366597493446,0.0023728159574303693,1.475949845555557e-25,9.206783150259314e-19,5.415950550882715e-53,HV,-1
761431,1.44,0.9990098806936499,0.984904522198453,3.462166085630029e-10,9.642024586720331e-18,3.462166085630029e-10,0.0023728159574303693,0.9644366597493446,1.5625396373828271e-34,3.780982629046643e-25,7.975937231442947e-13,HV,-1
761428,1.36,0.984904522198453,0.9999999786717801,3.340855716867488e-11,2.157374287889546e-22,1.8472470418103187e-19,0.9644366597493446,0.02213087446680441,4.1668484744741516e-13,1.2263118062588385e-21,8.336982992857103e-27,HV,-1
761327,1.4,0.9999999786717801,0.984904522198453,3.5876209380595414e-20,6.096062772783974e-10,1.4951013308512084e-23,0.02213087446680441,0.984904522198453,1.5507212228858488e-37,5.672737421572143e-14,3.2576011413383126e-31,HV,-1
773180,1.36,0.984904522198453,0.9999961756804284,8.936182712091501e-23,2.0306071725849707e-18,3.181645828005833e-09,0.984904522198453,0.01715995048736122,1.1238344263824481e-31,6.0386087815401604e-24,1.1112747154054147e-13,HV,-1
761329,1.32,0.9999961756804284,0.9952074388694081,1.8479696316088673e-09,9.642024586720331e-18,4.4426543665394945e-18,0.01715995048736122,0.004326422589915993,6.0386087815401604e-24,4.736365726008814e-38,5.053167175939877e-35,HV,-1
717665,1.56,0.9952074388694081,0.9316146421154725,2.0759331623867817e-17,2.0759331623867817e-17,4.4339224609674195e-17,0.004326422589915993,0.00033005044310849946,8.936182712091501e-23,8.336982992857103e-27,9.60323195352951e-25,HV,-1
717670,1.44,0.9316146421154725,0.9990098806936499,2.0759331623867817e-17,4.118975856424422e-16,2.0759331623867817e-17,0.00033005044310849946,0.00033005044310849946,1.087429621777175e-40,9.872297653033551e-52,2.5192292563475036e-42,HV,-1
764144,1.4,0.9990098806936499,0.9952074388694081,2.0306071725849707e-18,1.9749961157727357e-16,4.118975856424422e-16,0.00033005044310849946,0.007668141618886344,3.1437787896692656e-27,4.2915578655425274e-39,1.6149739485228108e-36,HV,-1
773196,1.36,0.9952074388694081,0.9644366597493446,7.20215097957018e-15,4.4339224609674195e-17,9.395122187563397e-17,0.007668141618886344,1.8472470418103187e-19,1.475949845555557e-25,1.8472470418103187e-19,1.59942577801157e-28,HV,-1
761339,1.28,0.9644366597493446,0.9644366597493446,2.0306071725849707e-18,3.5876209380595414e-20,2.0306071725849707e-18,1.8472470418103187e-19,0.00023171683026536511,2.707778156757584e-71,2.7490037202279307e-60,3.0945381872832893e-58,HV,-1
761353,1.76,0.9644366597493446,0.984904522198453,4.1407391555186358e-19,4.4426543665394945e-18,6.743148868801961e-21,0.00023171683026536511,0.0878469342643513,1.273001434273289e-39,3.2576011413383126e-31,5.327908475744656e-44,HV,-1
761363,1.56,0.984904522198453,0.9998945640423377,3.5876209380595414e-20,1.7496489473203055e-15,2.0759331623867817e-17,0.0878469342643513,0.15915169261452353,5.053167175939877e-35,1.5625396373828271e-34,1.4951013308512084e-23,HV,-1
761371,1.56,0.9998945640423377,0.9316146421154725,2.0759331623867817e-17,4.1407391555186358e-19,8.522774511431384e-16,0.15915169261452353,0.7667067650024223,1.3014479285069932e-32,1.027010718195644e-45,1.4434641905651822e-44,HV,-1
769704,1.52,0.9316146421154725,0.999999999996632,2.873397022937326e-14,2.8558264098090667e-12,9.206783150259314e-19,0.7667067650024223,0.5585594327069068,8.926402876821863e-42,5.712209738808767e-26,4.2915578655425274e-39,HV,-1
769723,1.4,0.999999999996632,0.9999961756804284,2.0306071725849707e-18,7.975937231442947e-13,2.8558264098090667e-12,0.5585594327069068,0.045509644873646095,3.841945597167904e-32,1.59942577801157e-28,6.743148868801961e-21,HV,-1
761380,1.52,0.9999961756804284,0.9316146421154725,1.8271704188765886e-11,2.4183748761022484e-24,5.342242438249797e-12,0.045509644873646095,0.045509644873646095,1.4441813162158956e-14,8.336982992857103e-27,4.1407391555186358e-19,HV,-1
772860,1.88,0.9316146421154725,0.31778103283453074,2.8558264098090667e-12,6.743148868801961e-21,2.4183748761022484e-24,0.045509644873646095,0.0023728159574303693,7.51492545397327e-30,5.672737421572143e-14,1.273001434273289e-39,HV,-1
772875,1.92,0.31778103283453074,0.9999961756804284,9.206783150259314e-19,1.6188636261592282e-35,2.0759331623867817e-17,0.0023728159574303693,2.5953147012058293e-08,1.24716984967022e-53,1.6116173607689716e-70,5.712209738808767e-26,HV,-1
761382,2.28,0.9999961756804284,0.9316146421154725,2.0306071725849707e-18,1.4527324837068053e-33,5.053167175939877e-35,2.5953147012058293e-08,0.8304634168517532,1.9515732948808837e-10,1.273001434273289e-39,1.7207433867727158e-50,HV,-1
761384,2.24,0.9316146421154725,0.9316146421154725,1.4527324837068053e-33,8.336982992857103e-27,1.1238344263824481e-31,0.8304634168517532,0.8304634168517532,2.6967458683474243e-46,5.327908475744656e-44,1.4326704453390092e-38,HV,-1
772890,2.2,0.9316146421154725,0.9644366597493446,1.1751744523287492e-27,1.1751744523287492e-27,9.60323195352951e-25,0.8304634168517532,0.6982502252503169,1.4326704453390092e-38,7.006828784570818e-47,3.8703874999769725e-45,HV,-1
717677,2.36,0.9644366597493446,0.0878469342643513,1.4951013308512084e-23,1.5150272731082582e-12,1.59942577801157e-28,0.6982502252503169,0.013212113036973965,7.006828784570818e-47,1.59942577801157e-28,1.7207433867727158e-50,HV,-1
761386,3.04,0.0878469342643513,0.9952074388694081,8.174068160010661e-20,1.1112747154054147e-13,6.062430861827832e-11,0.013212113036973965,0.31778103283453074,3.7390849302645935e-40,4.354565666586339e-28,2.0759331623867817e-17,HV,-1
761388,3.08,0.9952074388694081,0.9990098806936499,6.062430861827832e-11,9.206783150259314e-19,4.1668484744741516e-13,0.31778103283453074,0.9316146421154725,2.873397022937326e-14,7.51492545397327e-30,1.2263118062588385e-21,HV,-1
772904,3.28,0.9990098806936499,0.9316146421154725,1.1112747154054147e-13,7.975937231442947e-13,9.642024586720331e-18,0.9316146421154725,4.3055912093737255e-08,5.165007853947324e-22,8.522774511431384e-16,9.357404620757031e-31,HV,-1
761390,3.08,0.9316146421154725,0.9316146421154725,6.743148868801961e-21,4.1668484744741516e-13,3.563758645331359e-15,4.3055912093737255e-08,4.54061202082523e-06,4.581617798606835e-48,2.6967458683474243e-46,1.5507212228858488e-37,HV,-1
772920,3.2,0.9316146421154725,0.42876959833128964,2.1601819722931786e-13,,6.062430861827832e-11,4.54061202082523e-06,0.0009137765599866648,3.5876209380595414e-20,,5.8229685535173e-29,HV,-1
717687,4.76,0.42876959833128964,0.7667067650024223,2.5953147012058293e-08,1.9515732948808837e-10,,0.0009137765599866648,0.13147918885221888,9.642024586720331e-18,9.642024586720331e-18,,HV,-1
717689,5.16,0.7667067650024223,0.13147918885221888,,1.0918261406495755e-10,6.096062772783974e-10,0.13147918885221888,0.13147918885221888,,8.926402876821863e-42,5.165007853947324e-22,HV,-1
772935,3.08,0.13147918885221888,0.9952074388694081,7.975937231442947e-13,5.672737421572143e-14,1.9749961157727357e-16,0.13147918885221888,0.004326422589915993,7.20215097957018e-15,2.157374287889546e-22,4.786653114517815e-34,HV,-1
717695,3.72,0.9952074388694081,2.5953147012058293e-08,1.8472470418103187e-19,7.691068823747695e-07,1.9749961157727357e-16,0.004326422589915993,1.5528752782838203e-08,1.027010718195644e-45,7.090400202592512e-08,4.3682858711461576e-33,HV,-1
769745,15.72,2.5953147012058293e-08,4.867742419195571e-121,0.0001615202610968331,6.096062772783974e-10,3.780982629046643e-25,1.5528752782838203e-08,6.657385806928597e-104,4.354565666586339e-28,0.013212113036973965,1.0918261406495755e-10,HV,-1
761396,0.48,4.867742419195571e-121,5.555278351293943e-61,1.8492851139729247e-85,4.878293410200004e-106,4.027109006544094e-107,6.657385806928597e-104,1.7207433867727158e-50,4.321870695403196e-89,9.396684070010982e-100,4.878293410200004e-106,HV,-1
771621,4.4,5.555278351293943e-61,0.010101005217988925,7.691068823747695e-07,1.4441813162158956e-14,1.2120300423138108e-06,1.7207433867727158e-50,7.090400202592512e-08,6.062430861827832e-11,1.6188636261592282e-35,3.181645828005833e-09,HV,-1
769137,2.72,0.010101005217988925,0.10785099672172843,5.437178785887903e-09,6.062430861827832e-11,6.062430861827832e-11,7.090400202592512e-08,0.07105129403332416,1.8271704188765886e-11,3.340855716867488e-11,3.670608057778416e-23,HV,-1
769151,5.84,0.10785099672172843,0.9952074388694081,1.880854479644123e-07,7.691068823747695e-07,2.5953147012058293e-08,0.07105129403332416,0.9316146421154725,2.4183748761022484e-24,1.8479696316088673e-09,9.222878034006115e-09,HV,-1
767897,6.36,0.9952074388694081,0.9952074388694081,1.880854479644123e-07,3.029792736440307e-07,1.8961536661976062e-06,0.9316146421154725,0.42876959833128964,2.5953147012058293e-08,6.096062772783974e-10,2.5953147012058293e-08,HV,-1
767909,6.0,0.9952074388694081,0.10785099672172843,4.54061202082523e-06,3.5493236588966483e-05,1.8961536661976062e-06,0.42876959833128964,6.096062772783974e-10,5.437178785887903e-09,5.437178785887903e-09,1.0918261406495755e-10,HV,-1
767939,6.96,0.10785099672172843,0.8304634168517532,1.0562062574758019e-05,2.9449112249352205e-06,1.5528752782838203e-08,6.096062772783974e-10,6.096062772783974e-10,1.880854479644123e-07,3.181645828005833e-09,7.975937231442947e-13,HV,-1
767954,9.8,0.8304634168517532,0.8863728099526584,9.222878034006115e-09,1.0562062574758019e-05,0.00011178528333976476,6.096062772783974e-10,0.3706474470171066,7.691068823747695e-07,7.681152510188974e-05,1.9749961157727357e-16,HV,-1
767985,11.44,0.8863728099526584,0.6280441779187196,0.00046676589861970356,3.029792736440307e-07,1.8961536661976062e-06,0.3706474470171066,0.9316146421154725,2.1601819722931786e-13,1.880854479644123e-07,7.681152510188974e-05,HV,-1
767999,7.28,0.6280441779187196,0.9999999786717801,2.386791561924706e-05,7.691068823747695e-07,1.8961536661976062e-06,0.9316146421154725,0.6280441779187196,6.9503227862631795e-06,1.2120300423138108e-06,5.437178785887903e-09,HV,-1
768013,7.2,0.9999999786717801,0.22823192819157445,4.844938835298689e-07,,7.090400202592512e-08,0.6280441779187196,0.0878469342643513,5.437178785887903e-09,,3.029792736440307e-07,HV,-1
768027,7.84,0.22823192819157445,0.9999999786717801,1.065359541719866e-09,2.5953147012058293e-08,,0.0878469342643513,0.9998945640423377,2.386791561924706e-05,3.181645828005833e-09,,HV,-1
768054,8.0,0.9999999786717801,,,,4.3055912093737255e-08,0.9998945640423377,,,,1.5528752782838203e-08,HV,-1
771828,0.48,,5.672737421572143e-14,,1.9515732948808837e-10,1.8479696316088673e-09,,0.007668141618886344,,1.5528752782838203e-08,6.096062772783974e-10,HV,-1
764667,3.68,5.672737421572143e-14,2.157374287889546e-22,1.1590699874557621e-07,3.462166085630029e-10,7.691068823747695e-07,0.007668141618886344,3.462166085630029e-10,0.00023171683026536511,3.5493236588966483e-05,0.0001615202610968331,HV,-1
771865,0.08,2.157374287889546e-22,1.2120300423138108e-06,1.4441813162158956e-14,1.202454500904565e-158,2.0759331623867817e-17,3.462166085630029e-10,3.5493236588966483e-05,1.1112747154054147e-13,5.929425406405357e-91,3.563758645331359e-15,HV,-1
